Ticker,Company,Country,BICS_L1,BICS_L2,BICS_L3,tags_en,tags_it
BRY,BERRY CORP,US,Energy,Oil & Gas,Oil & Gas Supply Chain,oil;gas;energy,petrolio;gas;energia
EYPT,EYEPOINT PHARMACEUTICALS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
CPRX,CATALYST PHARMACEUTICALS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
IMMR,IMMERSION CORPORATION,US,Technology,Software & Tech Services,Software,other,altro
WMB,WILLIAMS COS INC,US,Energy,Oil & Gas,Oil & Gas Supply Chain,oil;gas;energy,petrolio;gas;energia
ALDX,ALDEYRA THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
RPAY,REPAY HOLDINGS CORP,US,Financials,Financial Services,Specialty Finance,banks;insurance;finance,banche;assicurazioni;finanza
SIMO,SILICON MOTION TECHNOL-ADR,TW,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
MENS,JYONG BIOTECH LTD,TW,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
HIMX,HIMAX TECHNOLOGIES INC-ADR,TW,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
IMOS,CHIPMOS TECHNOLOGIES INC-ADR,TW,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
HEPS,D-MARKET ELECTRONIC SERV-ADR,TR,Consumer Discretionary,Retail & Whsle - Discretionary,E-Commerce Discretionary,consumer;retail;autos,consumi;retail;auto
HTLM,HOMESTOLIFE LTD,SG,Consumer Discretionary,Consumer Discretionary Products,Home & Office Products,consumer;retail;autos,consumi;retail;auto
OMSE,OMS ENERGY TECHNOLOGIES INC,SG,Energy,Oil & Gas,Oil & Gas Services & Equip,oil;gas;energy,petrolio;gas;energia
TCOM,TRIP.COM GROUP LTD-ADR,SG,Communications,Media,Internet Media & Services,other,altro
HDL,SUPER HI INTERNATIONAL HOLDI,SG,Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,consumer;retail;autos,consumi;retail;auto
FUFU,BITFUFU INC-A,SG,Technology,Software & Tech Services,IT Services,other,altro
JOYY,JOYY INC-ADR,SG,Communications,Media,Internet Media & Services,other,altro
KARO,KAROOOOO LTD,SG,Technology,Software & Tech Services,Software,other,altro
AMBR,AMBER INTERNATIONAL HOLDING,SG,Financials,Financial Services,Institutional Financial Svcs,banks;insurance;finance,banche;assicurazioni;finanza
GRAB,GRAB HOLDINGS LTD - CL A,SG,Communications,Media,Internet Media & Services,other,altro
GCL,GCL GLOBAL HOLDINGS LTD,SG,Communications,Media,Entertainment Content,other,altro
SDM,SMART DIGITAL GROUP LTD,SG,Communications,Media,Advertising & Marketing,other,altro
KLIC,KULICKE & SOFFA INDUSTRIES,SG,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
CAN,CANAAN INC,SG,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
BTDR,BITDEER TECHNOLOGIES GROUP-A,SG,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
ANTA,ANTALPHA PLATFORM HLDNG CO-A,SG,Financials,Financial Services,Specialty Finance,banks;insurance;finance,banche;assicurazioni;finanza
HBNB,HOTEL101 GLOBAL HOLDINGS C-A,SG,Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,consumer;retail;autos,consumi;retail;auto
OTLY,OATLY GROUP AB,SE,Consumer Staples,Consumer Staple Products,Food,food;beverages;household,alimentari;bevande;casa
ERIC,ERICSSON (LM) TEL-SP ADR,SE,Technology,Tech Hardware & Semiconductors,Technology Hardware,other,altro
NEON,NEONODE INC,SE,Technology,Tech Hardware & Semiconductors,Technology Hardware,other,altro
EDP,EDP SA,PT,Utilities,Utilities,Electric Utilities,utilities;electricity;water,utilities;elettricità;acqua
GALP,GALP ENERGIA SGPS SA,PT,Energy,Oil & Gas,Oil & Gas Supply Chain,oil;gas;energy,petrolio;gas;energia
BCP,BANCO COMERCIAL PORTUGUES-R,PT,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
JMT,JERONIMO MARTINS,PT,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,food;beverages;household,alimentari;bevande;casa
BPOP,POPULAR INC,PR,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
INPST,INPOST SA,PL,Industrials,Industrial Services,Transportation & Logistics,industrials;manufacturing;transport,industria;manifattura;trasporti
GOGL,GOLDEN OCEAN GROUP LTD,NO,Industrials,Industrial Services,Transportation & Logistics,industrials;manufacturing;transport,industria;manifattura;trasporti
OPRA,OPERA LTD-ADR,NO,Communications,Media,Internet Media & Services,other,altro
NAMS,NEWAMSTERDAM PHARMA CO NV,NL,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
HEIO,HEINEKEN HOLDING NV,NL,Consumer Staples,Consumer Staple Products,Beverages,food;beverages;household,alimentari;bevande;casa
MRUS,MERUS NV,NL,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
EXO,EXOR NV,NL,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
AALB,AALBERTS NV,NL,Industrials,Industrial Products,Machinery,industrials;manufacturing;transport,industria;manifattura;trasporti
ASM,ASM INTERNATIONAL NV,NL,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
JDEP,JDE PEET'S NV,NL,Consumer Staples,Consumer Staple Products,Beverages,food;beverages;household,alimentari;bevande;casa
PHVS,PHARVARIS NV,NL,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
RAND,RANDSTAD NV,NL,Industrials,Industrial Services,Commercial Support Services,industrials;manufacturing;transport,industria;manifattura;trasporti
NBIS,NEBIUS GROUP NV,NL,Technology,Software & Tech Services,Software,other,altro
LIGHT,SIGNIFY NV,NL,Industrials,Industrial Products,Electrical Equipment,industrials;manufacturing;transport,industria;manifattura;trasporti
RDC,REDCARE PHARMACY NV,NL,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,food;beverages;household,alimentari;bevande;casa
UMG,UNIVERSAL MUSIC GROUP NV,NL,Communications,Media,Entertainment Content,other,altro
QIA,QIAGEN N.V.,NL,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
NXPI,NXP SEMICONDUCTORS NV,NL,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
ARGX,ARGENX SE,NL,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
INGA,ING GROEP NV,NL,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
QURE,UNIQURE NV,NL,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
FER,FERROVIAL SE,NL,Industrials,Industrial Services,Engineering & Construction,industrials;manufacturing;transport,industria;manifattura;trasporti
ADYEN,ADYEN NV,NL,Financials,Financial Services,Specialty Finance,banks;insurance;finance,banche;assicurazioni;finanza
ARCAD,ARCADIS NV,NL,Industrials,Industrial Services,Engineering & Construction,industrials;manufacturing;transport,industria;manifattura;trasporti
SBMO,SBM OFFSHORE NV,NL,Energy,Oil & Gas,Oil & Gas Services & Equip,oil;gas;energy,petrolio;gas;energia
VPK,VOPAK,NL,Energy,Oil & Gas,Oil & Gas Supply Chain,oil;gas;energy,petrolio;gas;energia
AGN,AEGON LTD,NL,Financials,Insurance,Insurance,banks;insurance;finance,banche;assicurazioni;finanza
BESI,BE SEMICONDUCTOR INDUSTRIES,NL,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
FER,FERROVIAL SE,NL,Industrials,Industrial Services,Engineering & Construction,industrials;manufacturing;transport,industria;manifattura;trasporti
AKZA,AKZO NOBEL N.V.,NL,Materials,Materials,Chemicals,materials;chemicals;metals,materiali;chimica;metalli
PHAR,PHARMING GROUP NV - ADR,NL,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
FUR,FUGRO NV,NL,Energy,Oil & Gas,Oil & Gas Services & Equip,oil;gas;energy,petrolio;gas;energia
KPN,KONINKLIJKE KPN NV,NL,Communications,Telecommunications,Telecommunications,other,altro
PRX,PROSUS NV,NL,Communications,Media,Internet Media & Services,other,altro
ARGX,ARGENX SE - ADR,NL,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
TKWY,JUST EAT TAKEAWAY,NL,Communications,Media,Internet Media & Services,other,altro
PRQR,PROQR THERAPEUTICS NV,NL,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
ASML,ASML HOLDING NV-NY REG SHS,NL,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
STLAM,STELLANTIS NV,NL,Consumer Discretionary,Consumer Discretionary Products,Automotive,consumer;retail;autos,consumi;retail;auto
WKL,WOLTERS KLUWER,NL,Industrials,Industrial Services,Commercial Support Services,industrials;manufacturing;transport,industria;manifattura;trasporti
ASRNL,ASR NEDERLAND NV,NL,Financials,Insurance,Insurance,banks;insurance;finance,banche;assicurazioni;finanza
ABN,ABN AMRO BANK NV-CVA,NL,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
NN,NN GROUP NV,NL,Financials,Insurance,Insurance,banks;insurance;finance,banche;assicurazioni;finanza
ASML,ASML HOLDING NV,NL,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
PHIA,KONINKLIJKE PHILIPS NV,NL,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
AD,KONINKLIJKE AHOLD DELHAIZE N,NL,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,food;beverages;household,alimentari;bevande;casa
HEIA,HEINEKEN NV,NL,Consumer Staples,Consumer Staple Products,Beverages,food;beverages;household,alimentari;bevande;casa
IMCD,IMCD NV,NL,Materials,Materials,Chemicals,materials;chemicals;metals,materiali;chimica;metalli
ENX,EURONEXT NV,NL,Financials,Financial Services,Institutional Financial Svcs,banks;insurance;finance,banche;assicurazioni;finanza
CNCK,COINCHECK GROUP NV,NL,Financials,Financial Services,Institutional Financial Svcs,banks;insurance;finance,banche;assicurazioni;finanza
OMAB,GRUPO AEROPORTUARIO CEN-ADR,MX,Industrials,Industrial Services,Transportation & Logistics,industrials;manufacturing;transport,industria;manifattura;trasporti
GTERA,GLOBA TERRA ACQUISITION CO-A,MX,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
MT,ARCELORMITTAL,LU,Materials,Materials,Steel,materials;chemicals;metals,materiali;chimica;metalli
ERF,EUROFINS SCIENTIFIC,LU,Industrials,Industrial Services,Commercial Support Services,industrials;manufacturing;transport,industria;manifattura;trasporti
TIGO,MILLICOM INTL CELLULAR S.A.,LU,Communications,Telecommunications,Telecommunications,other,altro
TEN,TENARIS SA,LU,Materials,Materials,Steel,materials;chemicals;metals,materiali;chimica;metalli
CDRO,CODERE ONLINE LUXEMBOURG SA,LU,Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,consumer;retail;autos,consumi;retail;auto
ALVO,ALVOTECH SA,LU,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
CVC,CVC CAPITAL PARTNERS PLC,LU,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
FRHC,FREEDOM HOLDING CORP/NV,KZ,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
KSPI,JSC KASPI.KZ ADR,KZ,Financials,Financial Services,Specialty Finance,banks;insurance;finance,banche;assicurazioni;finanza
TBPH,THERAVANCE BIOPHARMA INC,KY,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
BGL,BLUE GOLD LTD-CL A,KY,Materials,Materials,Metals & Mining,materials;chemicals;metals,materiali;chimica;metalli
FERA,FIFTH ERA ACQUISITION CORP-A,KY,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
PAX,PATRIA INVESTMENTS LTD-A,KY,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
GLRE,GREENLIGHT CAPITAL RE LTD-A,KY,Financials,Insurance,Insurance,banks;insurance;finance,banche;assicurazioni;finanza
CWCO,CONSOLIDATED WATER CO-ORD SH,KY,Utilities,Utilities,Gas & Water Utilities,utilities;electricity;water,utilities;elettricità;acqua
GRVY,GRAVITY CO LTD-SPONSORED ADR,KR,Communications,Media,Entertainment Content,other,altro
DDI,DOUBLEDOWN INTERACTIVE -ADR,KR,Communications,Media,Entertainment Content,other,altro
TOYO,TOYO CO LTD,JP,Energy,Renewable Energy,Renewable Energy,oil;gas;energy,petrolio;gas;energia
IGIC,INTERNATIONAL GENERAL INSURA,JO,Financials,Insurance,Insurance,banks;insurance;finance,banche;assicurazioni;finanza
NVCR,NOVOCURE LTD,JE,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
GAMB,GAMBLING.COM GROUP LTD,JE,Communications,Media,Advertising & Marketing,other,altro
IVG,IVECO GROUP NV,IT,Industrials,Industrial Products,Transportation Equipment,industrials;manufacturing;transport,industria;manifattura;trasporti
DIA,DIASORIN SPA,IT,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
PST,POSTE ITALIANE SPA,IT,Industrials,Industrial Services,Transportation & Logistics,industrials;manufacturing;transport,industria;manifattura;trasporti
HER,HERA SPA,IT,Utilities,Utilities,Gas & Water Utilities,utilities;electricity;water,utilities;elettricità;acqua
IP,INTERPUMP GROUP SPA,IT,Industrials,Industrial Products,Machinery,industrials;manufacturing;transport,industria;manifattura;trasporti
BGN,BANCA GENERALI SPA,IT,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
PRY,PRYSMIAN SPA,IT,Industrials,Industrial Products,Electrical Equipment,industrials;manufacturing;transport,industria;manifattura;trasporti
FBK,FINECOBANK SPA,IT,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
REC,RECORDATI INDUSTRIA CHIMICA,IT,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
ENEL,ENEL SPA,IT,Utilities,Utilities,Electric Utilities,utilities;electricity;water,utilities;elettricità;acqua
MB,MEDIOBANCA SPA,IT,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
UNI,UNIPOL ASSICURAZIONI SPA,IT,Financials,Insurance,Insurance,banks;insurance;finance,banche;assicurazioni;finanza
ISP,INTESA SANPAOLO,IT,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
BMPS,BANCA MONTE DEI PASCHI SIENA,IT,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
CPR,DAVIDE CAMPARI-MILANO NV,IT,Consumer Staples,Consumer Staple Products,Beverages,food;beverages;household,alimentari;bevande;casa
NEXI,NEXI SPA,IT,Financials,Financial Services,Specialty Finance,banks;insurance;finance,banche;assicurazioni;finanza
TRN,TERNA-RETE ELETTRICA NAZIONA,IT,Utilities,Utilities,Electric Utilities,utilities;electricity;water,utilities;elettricità;acqua
IG,ITALGAS SPA,IT,Utilities,Utilities,Gas & Water Utilities,utilities;electricity;water,utilities;elettricità;acqua
MONC,MONCLER SPA,IT,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,consumer;retail;autos,consumi;retail;auto
A2A,A2A SPA,IT,Utilities,Utilities,Electric Utilities,utilities;electricity;water,utilities;elettricità;acqua
BAMI,BANCO BPM SPA,IT,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
SPM,SAIPEM SPA,IT,Energy,Oil & Gas,Oil & Gas Services & Equip,oil;gas;energy,petrolio;gas;energia
BZU,BUZZI SPA,IT,Materials,Materials,Construction Materials,materials;chemicals;metals,materiali;chimica;metalli
G,GENERALI,IT,Financials,Insurance,Insurance,banks;insurance;finance,banche;assicurazioni;finanza
ENI,ENI SPA,IT,Energy,Oil & Gas,Oil & Gas Supply Chain,oil;gas;energy,petrolio;gas;energia
BPSO,BANCA POPOLARE DI SONDRIO,IT,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
BPE,BPER BANCA SPA,IT,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
UCG,UNICREDIT SPA,IT,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
AMP,AMPLIFON SPA,IT,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
REY,REPLY SPA,IT,Technology,Software & Tech Services,IT Services,other,altro
RACE,FERRARI NV,IT,Consumer Discretionary,Consumer Discretionary Products,Automotive,consumer;retail;autos,consumi;retail;auto
BMED,BANCA MEDIOLANUM SPA,IT,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
AZM,AZIMUT HOLDING SPA,IT,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
BC,BRUNELLO CUCINELLI SPA,IT,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,consumer;retail;autos,consumi;retail;auto
LDO,LEONARDO SPA,IT,Industrials,Industrial Products,Aerospace & Defense,industrials;manufacturing;transport,industria;manifattura;trasporti
INW,INFRASTRUTTURE WIRELESS ITAL,IT,Industrials,Industrial Services,Engineering & Construction,industrials;manufacturing;transport,industria;manifattura;trasporti
TIT,TELECOM ITALIA SPA,IT,Communications,Telecommunications,Telecommunications,other,altro
SRG,SNAM SPA,IT,Utilities,Utilities,Gas & Water Utilities,utilities;electricity;water,utilities;elettricità;acqua
RNW,RENEW ENERGY GLOBAL PLC-A,IN,Utilities,Utilities,Electric Utilities,utilities;electricity;water,utilities;elettricità;acqua
SIFY,SIFY TECHNOLOGIES-SPON ADR,IN,Technology,Software & Tech Services,IT Services,other,altro
MMYT,MAKEMYTRIP LTD,IN,Communications,Media,Internet Media & Services,other,altro
RDCM,RADCOM LTD,IL,Technology,Tech Hardware & Semiconductors,Technology Hardware,other,altro
TSEM,TOWER SEMICONDUCTOR LTD,IL,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
ALLT,ALLOT LTD,IL,Communications,Telecommunications,Telecommunications,other,altro
NYAX,NAYAX LTD,IL,Financials,Financial Services,Specialty Finance,banks;insurance;finance,banche;assicurazioni;finanza
KRNT,KORNIT DIGITAL LTD,IL,Industrials,Industrial Products,Machinery,industrials;manufacturing;transport,industria;manifattura;trasporti
NICE,NICE LTD - SPON ADR,IL,Technology,Software & Tech Services,Software,other,altro
AUDC,AUDIOCODES LTD,IL,Technology,Tech Hardware & Semiconductors,Technology Hardware,other,altro
CLBT,CELLEBRITE DI LTD,IL,Technology,Software & Tech Services,Software,other,altro
ETOR,ETORO GROUP LTD-A,IL,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
GLBE,GLOBAL-E ONLINE LTD,IL,Technology,Software & Tech Services,Software,other,altro
CYBR,CYBERARK SOFTWARE LTD/ISRAEL,IL,Technology,Software & Tech Services,Software,other,altro
FORTY,FORMULA SYSTEMS 1985-SP ADR,IL,Technology,Software & Tech Services,Software,other,altro
CHKP,CHECK POINT SOFTWARE TECH,IL,Technology,Software & Tech Services,Software,other,altro
MBLY,MOBILEYE GLOBAL INC-A,IL,Consumer Discretionary,Consumer Discretionary Products,Automotive,consumer;retail;autos,consumi;retail;auto
PERI,PERION NETWORK LTD,IL,Technology,Software & Tech Services,Software,other,altro
WILC,G. WILLI-FOOD INTERNATIONAL,IL,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,food;beverages;household,alimentari;bevande;casa
NVMI,NOVA LTD,IL,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
NNDM,NANO DIMENSION LTD - ADR,IL,Technology,Tech Hardware & Semiconductors,Technology Hardware,other,altro
ODD,ODDITY TECH LTD-CL A,IL,Consumer Staples,Consumer Staple Products,Household Products,food;beverages;household,alimentari;bevande;casa
BWAY,BRAINSWAY LTD-ADR,IL,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
PLTK,PLAYTIKA HOLDING CORP,IL,Communications,Media,Entertainment Content,other,altro
WIX,WIX.COM LTD,IL,Technology,Software & Tech Services,Software,other,altro
GILT,GILAT SATELLITE NETWORKS LTD,IL,Technology,Tech Hardware & Semiconductors,Technology Hardware,other,altro
AZ,A2Z CUST2MATE SOLUTIONS CORP,IL,Technology,Tech Hardware & Semiconductors,Technology Hardware,other,altro
CAMT,CAMTEK LTD,IL,Industrials,Industrial Products,Electrical Equipment,industrials;manufacturing;transport,industria;manifattura;trasporti
INMD,INMODE LTD,IL,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
TATT,TAT TECHNOLOGIES LTD,IL,Industrials,Industrial Products,Aerospace & Defense,industrials;manufacturing;transport,industria;manifattura;trasporti
KMDA,KAMADA LTD,IL,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
SPNS,SAPIENS INTERNATIONAL CORP,IL,Technology,Software & Tech Services,Software,other,altro
NNOX,NANO-X IMAGING LTD,IL,Health Care,Health Care,Health Care Facilities & Svcs,healthcare;biotech;pharma,sanità;biotech;farmaceutica
CGNT,COGNYTE SOFTWARE LTD,IL,Technology,Software & Tech Services,Software,other,altro
ESLT,ELBIT SYSTEMS LTD,IL,Industrials,Industrial Products,Aerospace & Defense,industrials;manufacturing;transport,industria;manifattura;trasporti
RDWR,RADWARE LTD,IL,Technology,Software & Tech Services,Software,other,altro
INVZ,INNOVIZ TECHNOLOGIES LTD,IL,Consumer Discretionary,Consumer Discretionary Products,Automotive,consumer;retail;autos,consumi;retail;auto
MNDY,MONDAY.COM LTD,IL,Technology,Software & Tech Services,Software,other,altro
TBLA,TABOOLA.COM LTD,IL,Communications,Media,Advertising & Marketing,other,altro
ITRN,ITURAN LOCATION AND CONTROL,IL,Industrials,Industrial Services,Transportation & Logistics,industrials;manufacturing;transport,industria;manifattura;trasporti
SEDG,SOLAREDGE TECHNOLOGIES INC,IL,Energy,Renewable Energy,Renewable Energy,oil;gas;energy,petrolio;gas;energia
ENLT,ENLIGHT RENEWABLE ENERGY LTD,IL,Utilities,Utilities,Electric Utilities,utilities;electricity;water,utilities;elettricità;acqua
NEXN,NEXXEN INTERNATIONAL LTD,IL,Communications,Media,Advertising & Marketing,other,altro
MGIC,MAGIC SOFTWARE ENTERPRISES,IL,Technology,Software & Tech Services,IT Services,other,altro
DRTS,ALPHA TAU MEDICAL LTD,IL,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
ICLR,ICON PLC,IE,Health Care,Health Care,Health Care Facilities & Svcs,healthcare;biotech;pharma,sanità;biotech;farmaceutica
GLB,GLANBIA PLC,IE,Consumer Staples,Consumer Staple Products,Food,food;beverages;household,alimentari;bevande;casa
PRTA,PROTHENA CORP PLC,IE,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
ADSE,ADS-TEC ENERGY PLC,IE,Consumer Discretionary,Consumer Discretionary Products,Automotive,consumer;retail;autos,consumi;retail;auto
SW,SMURFIT WESTROCK PLC,IE,Materials,Materials,Containers & Packaging,materials;chemicals;metals,materiali;chimica;metalli
AIBG,AIB GROUP PLC,IE,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
GHRS,GH RESEARCH PLC,IE,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
ACN,ACCENTURE PLC-CL A,IE,Technology,Software & Tech Services,IT Services,other,altro
APTV,APTIV PLC,IE,Consumer Discretionary,Consumer Discretionary Products,Automotive,consumer;retail;autos,consumi;retail;auto
TEL,TE CONNECTIVITY PLC,IE,Industrials,Industrial Products,Electrical Equipment,industrials;manufacturing;transport,industria;manifattura;trasporti
TT,TRANE TECHNOLOGIES PLC,IE,Industrials,Industrial Products,Electrical Equipment,industrials;manufacturing;transport,industria;manifattura;trasporti
CMPR,CIMPRESS PLC,IE,Industrials,Industrial Services,Commercial Support Services,industrials;manufacturing;transport,industria;manifattura;trasporti
JAZZ,JAZZ PHARMACEUTICALS PLC,IE,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
KYGA,KERRY GROUP PLC-A,IE,Consumer Staples,Consumer Staple Products,Food,food;beverages;household,alimentari;bevande;casa
ALKS,ALKERMES PLC,IE,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
ETN,EATON CORP PLC,IE,Industrials,Industrial Products,Electrical Equipment,industrials;manufacturing;transport,industria;manifattura;trasporti
ALLE,ALLEGION PLC,IE,Industrials,Industrial Products,Electrical Equipment,industrials;manufacturing;transport,industria;manifattura;trasporti
PDD,PDD HOLDINGS INC,IE,Consumer Discretionary,Retail & Whsle - Discretionary,E-Commerce Discretionary,consumer;retail;autos,consumi;retail;auto
AVDL,AVADEL PHARMACEUTICALS,IE,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
BIRG,BANK OF IRELAND GROUP PLC,IE,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
MDT,MEDTRONIC PLC,IE,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
RYAAY,RYANAIR HOLDINGS PLC-SP ADR,IE,Industrials,Industrial Services,Transportation & Logistics,industrials;manufacturing;transport,industria;manifattura;trasporti
AMRN,AMARIN CORP PLC -ADR,IE,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
KSP,KINGSPAN GROUP PLC,IE,Materials,Materials,Construction Materials,materials;chemicals;metals,materiali;chimica;metalli
RYA,RYANAIR HOLDINGS PLC,IE,Industrials,Industrial Services,Transportation & Logistics,industrials;manufacturing;transport,industria;manifattura;trasporti
ANPA,RICH SPARKLE HOLDINGS LTD,HK,Industrials,Industrial Services,Commercial Support Services,industrials;manufacturing;transport,industria;manifattura;trasporti
HCM,HUTCHMED CHINA-ADR,HK,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
RITR,REITAR LOGTECH HOLDINGS LTD,HK,Industrials,Industrial Services,Transportation & Logistics,industrials;manufacturing;transport,industria;manifattura;trasporti
MLCO,MELCO RESORTS & ENTERT-ADR,HK,Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,consumer;retail;autos,consumi;retail;auto
WTF,WATON FINANCIAL LTD,HK,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
RGC,REGENCELL BIOSCIENCE HOLDING,HK,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
ATGL,ALPHA TECHNOLOGY GROUP LTD-A,HK,Technology,Software & Tech Services,IT Services,other,altro
SUPX,SUPER X AI TECHNOLOGY LTD,HK,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
SWIN,SOLOWIN HOLDINGS,HK,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
